Number,Track Name,Album,Main Artist,Related Artists,Spotify Link,Album Wikipedia,Related Artists - Album,Artist Wikipedia,Related Artists - Other
70,If You Were a Bluebird,Joe Ely,Joe Ely,[],https://open.spotify.com/track/4jWkqT0XQBVK2l2gzt4WSQ,https://en.wikipedia.org/?curid=10072386,Bass; Drums; Electric guitars; Acoustic guitars; F-hole guitar; Steel guitar; Dobros; Slide dobro; Harmonica; Percussion; Horns; Trumpet; Tenor saxophone; Baritone saxophone; Trombone; Vocal harmonies; Engineer; Mastering Engineer; Cover illustration,https://en.wikipedia.org/?curid=4240991,Joe Ely
71,Silver Raven,No Other,Gene Clark,[],https://open.spotify.com/track/0IaZjTfCqdUthZ230RntDA,https://en.wikipedia.org/?curid=3474236,Gene Clark; Jerry McGee; Jesse Ed Davis; Buzz Feiten; Stephen Bruton; Danny Kortchmar; Ben Keith; Leland Sklar; Chris Hillman; Michael Utley; Craig Doerge; Bill Cuomo; Russ Kunkel; Butch Trucks; Joe Lala; Ted Machell; Richard Greene; Ronnie Barron; Cindy Bullens; Venetta Fields; Clydie King; Claudia Lennear; Sherlie Matthews; Timothy B. Schmit; Carlena Williams; Thomas Jefferson Kaye; Tony Reale; Joe Tuzen; Mallory Earl; Steve Malcolm; Linda Dietrich; John Dietrich; Ea O'Leno; Neil Wilkes; Sid Griffin; John Wood; Matias Duarte; Alex Wharton; Steve Webbon; Rich Walker; Kevin Vanbergen; Johnny Rogan; John Einarson; Martin Aston; Andrew Perry,https://en.wikipedia.org/?curid=846902,Gene Clark; Chris Hillman
72,The Bramble and the Rose,Barbara Keith,Barbara Keith,[],https://open.spotify.com/track/3sFKgFNKHVtiQESlQX5S3Y,https://en.wikipedia.org/?curid=60492068,,https://en.wikipedia.org/?curid=60492068,Barbara Keith
73,Play Something We Know,6th Street,Adam Hood,[],https://open.spotify.com/track/5yBRepsy1EZ8W0Lp36ODxb,https://en.wikipedia.org/?curid=14511494,,https://en.wikipedia.org/?curid=14511494,Adam Hood
74,Last Lonely Eagle,New Riders of the Purple Sage,New Riders of the Purple Sage,[],https://open.spotify.com/track/1wEHFEIfJA8hdPbGvLYZG9,https://en.wikipedia.org/?curid=8025519,John Dawson; David Nelson; Dave Torbert; Jerry Garcia; Spencer Dryden; Mickey Hart; Commander Cody; New Riders of the Purple Sage; Stephen Barncard; Phil Lesh; Ellen Burke,https://en.wikipedia.org/?curid=1611629,David Nelson; Jerry Garcia; John Dawson; Dave Torbert; Mickey Hart; Phil Lesh; Spencer Dryden
75,Tearjoint,Nobody's Fool,Dan Penn,[],https://open.spotify.com/track/0YtLBBaSNFV3EmBqcfNbO8,https://en.wikipedia.org/?curid=8861242,,https://en.wikipedia.org/?curid=3450382,Dan Penn
76,Gravity's Gone,A Blessing and a Curse,Drive-By Truckers,[],https://open.spotify.com/track/09n5OiITfOYyL5s4zTn9PE,https://en.wikipedia.org/?curid=5424824,Mike Cooley; Patterson Hood; Jason Isbell; Brad Morgan; Shonna Tucker,https://en.wikipedia.org/?curid=1217798,Patterson Hood; Mike Cooley; Brad Morgan; Jason Isbell; Shonna Tucker
77,Heaven's High,I Never Thought It Would Go This Far,Wrinkle Neck Mules,[],https://open.spotify.com/track/3vJqxU8r8QQfiX5CdAqTWf,https://en.wikipedia.org/?curid=40784357,,https://en.wikipedia.org/?curid=40784357,
78,Tennessee Rose,Cimarron,Emmylou Harris,[],https://open.spotify.com/track/1P7xB5nGxcvq90tCUsS5nu,https://en.wikipedia.org/?curid=3926295,Brian Ahern; Joe Allen; Mike Bowden; Tony Brown; Barry Burton; James Burton; Charles Cochran; Donivan Cowart; Hank DeVito; Steve Fishell; Wayne Goodwin; Emory Gordy Jr.; Glen Hardin; Emmylou Harris; Don Johnson; Paul Kennerley; David Kirby; Albert Lee; Kenny Malone; Herb Pedersen; Mickey Raphael; Frank Reckard; Ricky Skaggs; Buddy Spicher; Fayssoux Starling; Barry Tashian; John Ware; Cheryl White; Sharon White; Don Williams,https://en.wikipedia.org/?curid=123572,Brian Ahern; Paul Kennerley; Emmylou Harris; James Burton; Ricky Skaggs; Barry Tashian; Don Williams
79,Heart on a String,Here We Rest,Jason Isbell and the 400 Unit,[],https://open.spotify.com/track/3DXGP7NK1bYPlGo1nw3cnW,https://en.wikipedia.org/?curid=32493273,Jason Isbell; Jimbo Hart; Browan Lollar; Derry deBorja; Chad Gamble; Abby Owens; Amanda Shires,https://en.wikipedia.org/?curid=12939010,Jason Isbell; Amanda Shires; Jimbo Hart; Chad Gamble
80,Willin',Sailin' Shoes,Little Feat,[],https://open.spotify.com/track/0jMyU6bO52IYhAEoWbT4K9,https://en.wikipedia.org/?curid=1043265,Lowell George; Bill Payne; Roy Estrada; Richie Hayward; Milt Holland; Sneaky Pete Kleinow; Debbie Lindsey; Ron Elliott,https://en.wikipedia.org/?curid=784611,Lowell George; Roy Estrada; Bill Payne; Richie Hayward
81,Sunshine (Go Away Today),Jonathan Edwards,Jonathan Edwards,[],https://open.spotify.com/track/3Xd39NB1rifow2RDNVgSFp,https://en.wikipedia.org/?curid=52077,,https://en.wikipedia.org/?curid=37194,Jonathan Edwards
82,Play a Train Song,East Nashville Skyline,Todd Snider,[],https://open.spotify.com/track/3sAZAmtqVK6aQvwJaujBsd,https://en.wikipedia.org/?curid=24743838,,https://en.wikipedia.org/?curid=1199549,Todd Snider
83,The Whiskey Makes You Sweeter,Not The Tremblin' Kind,Laure Cantrell,[],https://open.spotify.com/track/7C1kGvBohd6r1dXyVN1K7M,,,https://en.wikipedia.org/?curid=14439630,
84,Crazy About You,Pneumonia,Whiskeytown,[],https://open.spotify.com/track/0H0edmei2oSpGFoGSA4MzT,https://en.wikipedia.org/?curid=3349680,James Iha,https://en.wikipedia.org/?curid=1080769,James Iha
85,Tecumseh Valley,Our Mother the Mountain,Townes Van Zandt,[],https://open.spotify.com/track/5KJMVvokqnMn9ribqPQja9,https://en.wikipedia.org/?curid=9312975,Townes Van Zandt; Ben Bernay; James Burton; John Clauder; David Cohen; Chuck Domanico; Jack Clement; Charlie McCoy; Lyle Ritz; Don Randi; Harvey Newmark; Mike Deasy; Donald Frost; Jules Jacob; Bergen White; Donnie Owens; Charlie Tallent; Milton Glaser; Allen Vogel,https://en.wikipedia.org/?curid=292709,Jack Clement
86,817 Oakland Avenue,Last of the Better Days Ahead,Charlie Parr,[],https://open.spotify.com/track/6RNYy1woBsjaEzp1NfEaSH,https://en.wikipedia.org/?curid=7080397,,https://en.wikipedia.org/?curid=7080397,Charlie Parr
87,Lodi,Green River,Creedence Clearwater Revival,[],https://open.spotify.com/track/1Ay5MiilZj2ZGQLeTWVJ6o,https://en.wikipedia.org/?curid=1122506,John Fogerty; Tom Fogerty; Stu Cook; Doug Clifford; Chris Clough; Basul Parik; Russ Gary; Larissa Collins; Geoff Gans,https://en.wikipedia.org/?curid=145995,Tom Fogerty; Doug Clifford; Stu Cook; John Fogerty
88,Texas & Tennessee,Texas & Tennessee,Lucero,[],https://open.spotify.com/track/3YgkhaEjbgldI03ShkIfqY,https://en.wikipedia.org/?curid=3501768,,https://en.wikipedia.org/?curid=25523421,
89,Tear Stained Eye,Trace,Son Volt,[],https://open.spotify.com/track/46O0uajv9K1TJX0PdvW80C,https://en.wikipedia.org/?curid=3331406,Dave Boquist; Jim Boquist; Jay Farrar; Mike Heidorn; Eric Heywood; Craig Krampf; Dan Newton; Marc Perlman,https://en.wikipedia.org/?curid=553832,Jay Farrar; Mike Heidorn; Dave Boquist; Jim Boquist; Eric Heywood; Son Volt
90,That Old Time Feeling,Old No. 1,Guy Clark,[],https://open.spotify.com/track/3cXmwLh5n3lfzmsw2fz03L,https://en.wikipedia.org/?curid=3487627,Guy Clark; Mike Leach; Jerry Kroon; Larrie Londin; Chip Young; Pat Carter; Steve Gibson; Jerry Carrigan; Dick Feller; Jim Colvard; Reggie Young; Hal Rugg; Jack Hicks; David Briggs; Chuck Cochran; Shane Keister; Johnny Gimble; Mickey Raphael; Lea Jane Berinati; Rodney Crowell; Emmylou Harris; Gary B. White; Florence Warner; Steve Earle; Sammi Smith,https://en.wikipedia.org/?curid=671637,Emmylou Harris; Rodney Crowell; Steve Earle; Guy Clark
91,Right in Time,Car Wheels On A Gravel Road,Lucinda Williams,[],https://open.spotify.com/track/7kXkSZrJahbCqzkwpmA2Sl,https://en.wikipedia.org/?curid=412558,Lucinda Williams; Gurf Morlix; John Ciambotti; Donald Lindley; Buddy Miller; Ray Kennedy; Greg Leisz; Roy Bittan; Jim Lauderdale; Charlie Sexton; Steve Earle; Johnny Lee Schell; Bo Ramsey; Micheal Smotherman; Emmylou Harris,https://en.wikipedia.org/?curid=273373,Lucinda Williams; Gurf Morlix; Emmylou Harris; Steve Earle; Jim Lauderdale; Greg Leisz
92,More Than I Can Do,I Feel Alright,Steve Earle,[],https://open.spotify.com/track/53rVb0Z6KINY8vgsvjC76m,https://en.wikipedia.org/?curid=11928390,Steve Earle; Ken Moore; Richard Bennett; Lucinda Williams; Kris Wilkerson; Lee Larrison; Robert Mason; Tony Fitzpatrick,https://en.wikipedia.org/?curid=194910,Steve Earle
93,Look the Other Way,Nothing's Gonna Change The Way You Feel About Me Now,Justin Townes Earle,[],https://open.spotify.com/track/1vOOwWEW45M2DLP5gQQHy7,https://en.wikipedia.org/?curid=45037789,Justin Townes Earle; Skylar Wilson; Paul Niehaus; Bryn Davies; Cory Younts; Amanda Shires; Vince Ilagan; Jon-Paul Frappier; Geoff Pfeiffer; Bryan Owings,https://en.wikipedia.org/?curid=20736279,Amanda Shires
94,Pork and Beans,Jakes Xerxes Fussell,Jake Xerxes Fussell,[],https://open.spotify.com/track/4ZQctUCGQk0w0yXqRPfDqe,https://en.wikipedia.org/?curid=61363426,,https://en.wikipedia.org/?curid=61363426,
95,Summer Brings the Sunshine,Summer Brings the Sunshine,Jimmy Carter and Dallas County Green,[],https://open.spotify.com/track/4OOo2t44ViVk5CDd61sxeH,https://en.wikipedia.org/?curid=61091,,https://en.wikipedia.org/?curid=15992,Jimmy Carter
96,Cowgirl in the Sand,Everybody Knows This Is Nowhere,Neil Young,[],https://open.spotify.com/track/6geu2q04nElk0lLv5YwU9M,https://en.wikipedia.org/?curid=1033612,Neil Young; Danny Whitten; Billy Talbot; Ralph Molina; Bobby Notkoff; Robin Lane; David Briggs; Henry Saskowski; Kendal Pacios,https://en.wikipedia.org/?curid=87985,Neil Young; David Briggs; Danny Whitten; Billy Talbot; Ralph Molina
97,James River Blues,Big Iron World,Old Crow Medicine Show,[],https://open.spotify.com/track/30miSaUyRHAkQF00Yden3L,https://en.wikipedia.org/?curid=6707072,Ketch Secor; Willie Watson; Critter Fuqua; Kevin Hayes; Morgan Jahnig; David Rawlings; Gillian Welch,https://en.wikipedia.org/?curid=1623135,Morgan Jahnig; Ketch Secor; Willie Watson; Critter Fuqua; Kevin Hayes; David Rawlings; Gillian Welch
98,Some New Town,Everything You Thought Was Right Was Wrong Today,Slobberbone,[],https://open.spotify.com/track/49TVW9MntUpq9uT3f61IIa,https://en.wikipedia.org/?curid=1507573,,https://en.wikipedia.org/?curid=1507573,
99,The Needle Has Landed,Fox Confessor Brings the Flood,Neko Case,[],https://open.spotify.com/track/3U9q4Cg5wl1zhShxsNFivf,https://en.wikipedia.org/?curid=4331439,Neko Case; Garth Hudson; Mike Belitsky; Paul Rigby; Joey Burns; John Convertino; Anne de Wolff; Tom V. Ray; Travis Good; Kelly Hogan; Dallas Good; Sean Dean; Rachel Flotard; Dexter Romweber; Howe Gelb; Willie B; Jon Rauhouse; Brian Connelly; Julie Morstad,https://en.wikipedia.org/?curid=306429,Neko Case; Kelly Hogan; Paul Rigby
100,Gone Tomorrow,Mr. M,Lambchop,[],https://open.spotify.com/track/44JSMKhQCjw2oqoLbs2HqO,https://en.wikipedia.org/?curid=34854810,,https://en.wikipedia.org/?curid=2294966,
101,Desert Skies,Carolina Dreams,The Marshall Tucker Band,[],https://open.spotify.com/track/10V3Oa2Nsq36g2NxARyVJy,https://en.wikipedia.org/?curid=9167116,Doug Gray; Toy Caldwell; Tommy Caldwell; George McCorkle; Paul Riddle; Jerry Eubanks; Paul Hornsby; Charlie Daniels; Chuck Leavell; Jaimoe; Leo LaBranche; Dezso Lakatos,https://en.wikipedia.org/?curid=1583973,Doug Gray; Toy Caldwell; Jerry Eubanks; Paul Riddle; Tommy Caldwell; Paul Hornsby; Charlie Daniels
102,Canola Fields,The Horses and the Hounds,James McMurtry,[],https://open.spotify.com/track/6biQrLq3oML4mvr9RZ8ZFD,https://en.wikipedia.org/?curid=68559966,,https://en.wikipedia.org/?curid=1417553,James Mcmurtry
103,You Were the Fool,12 Golden Country Greats,Ween,[],https://open.spotify.com/track/6fjK123JJZXGaqNHiLOusc,https://en.wikipedia.org/?curid=661049,Dean Ween; Gene Ween; The Jordanaires; Pete Wade; Bob Wray; Kip Paxton; Buddy Blackman; Russ Hicks; Buddy Spicher; Bobby Ogdin; Denis Solee; Charlie McCoy; Gene Chrisman; Buddy Harman; Bobby Bradley; Ben Vaughn; Chuck Dehaan,https://en.wikipedia.org/?curid=1450946,Gene Ween; Dean Ween; Ben Vaughn; The Jordanaires
104,"L.A. Freeway - Live in New York, 1972",Jerry Jeff Walker,Jerry Jeff Walker,[],https://open.spotify.com/track/2xoWxeqn3pl5cqNSAbYjlK,https://en.wikipedia.org/?curid=1050883,,https://en.wikipedia.org/?curid=1050883,
105,Let the Good Times Roll,Hard In Heaven,Natural Child,[],https://open.spotify.com/track/3mTXHKXZ7cehg9BZnhCt6w,https://en.wikipedia.org/?curid=38890,,https://en.wikipedia.org/?curid=574821,
106,Lungs,Townes Van Zandt,Townes Van Zandt,[],https://open.spotify.com/track/0tBAT5NugCTPG3W5mKpbn4,https://en.wikipedia.org/?curid=9313154,Townes Van Zandt,https://en.wikipedia.org/?curid=292709,
107,The Girl Who Danced Oklahoma,Lubbock (on everything),Terry Allen,[],https://open.spotify.com/track/2a8ujAXM9A8FGalM8OmDkA,https://en.wikipedia.org/?curid=11534178,Terry Allen; Lloyd Maines; Kenny Maines; Curtis McBride; Allan Shinn; Richard Bowden; Ponty Bone; Don Caldwell; Joe Ely; Luis Martinez; Jesse Taylor; Tommie Anderson; Mark Anthony; Russ Standefer; Ruth Ann Truncale; Susan Allen; Karen Blalack; Leslie Blackburn; Monterey High School Marching Band,https://en.wikipedia.org/?curid=1718517,Terry Allen
108,The Old Black Hen,Magnolia Electric Co.,Songs: Ohia (and Lawrence Peters),[],https://open.spotify.com/track/3gDYPETbbMdCb3PZkXmNWn,https://en.wikipedia.org/?curid=1764579,Jason Molina; Jennie Benford; Mike Brenner; Dan Macadam; Dan Sullivan; Rob Sullivan; Jeff Panall; Lawrence Peters; Scout Niblett; Steve Albini,https://en.wikipedia.org/?curid=1764579,Steve Albini; Jason Molina; Jennie Benford; Mike Brenner; Dan Macadam; Dan Sullivan; Rob Sullivan; Jeff Panall; Lawrence Peters; Scout Niblett
109,Four Roses Whiskey,Ham Days,The Galoots,[],https://open.spotify.com/track/36Ioa2sMEQWvARdsfUWxq8,https://en.wikipedia.org/?curid=77356483,,https://en.wikipedia.org/?curid=31543982,
110,"Sun Comes Up, It's Tuesday Morning",The Caution Horses,Cowboy Junkies,[],https://open.spotify.com/track/0AgZloO1cs3im8R3Cw2dCj,https://en.wikipedia.org/?curid=1215741,Margo Timmins; Michael Timmins; Alan Anton; Peter Timmins; Jeff Bird; Jaro Czerwinec; Kim Deschamps; David Houghton; Artwork Concept,https://en.wikipedia.org/?curid=657210,Alan Anton; Margo Timmins; Michael Timmins; Peter Timmins; Cowboy Junkies; Jeff Bird
111,500 Miles Away from Home,500 Miles Away From Home,Bobby Bare,[],https://open.spotify.com/track/44AauRai27QWKEx4dKn0oU,https://en.wikipedia.org/?curid=72093988,,https://en.wikipedia.org/?curid=1068978,Bobby Bare
112,Salome,Too Far To Care,Old 97's,[],https://open.spotify.com/track/2f9KVxhDj892tuGmRQ2Px0,https://en.wikipedia.org/?curid=2795197,Rhett Miller; Murry Hammond; Ken Bethea; Philip Peeples; Jon Rauhouse; Wally Gagel; Exene Cervenka,https://en.wikipedia.org/?curid=426155,Murry Hammond; Rhett Miller; Ken Bethea; Philip Peeples
113,Gone Wanderin',Gone Wanderin',Jackie Greene,[],https://open.spotify.com/track/4MI3pwa3ST16l8iR9qXhn9,https://en.wikipedia.org/?curid=16635019,,https://en.wikipedia.org/?curid=4023987,Jackie Greene
114,Long Time Gone,Real Time,Darrell Scott and Tim O'Brien,[],https://open.spotify.com/track/4GsN56PtulWa8EtJNKcpaj,https://en.wikipedia.org/?curid=40082267,,https://en.wikipedia.org/?curid=5815770,Darrell Scott
115,My Father's House,Thirteen,Emmylou Harris,[],https://open.spotify.com/track/4JF4KNN7xJFyk1jf04bOCO,https://en.wikipedia.org/?curid=3732040,Mike Bowden; Steve Cash; Rodney Crowell; Steve Fishell; Vince Gill; Carl Jackson; Don Johnson; Shane Keister; Mary Ann Kennedy; Paul Kennerley; Mark O'Connor; Frank Reckard; Pam Rose; Buddy Spicher; Barry Tashian; Steve Turner; Paul Worley; Emmylou Harris,https://en.wikipedia.org/?curid=123572,Paul Kennerley; Emmylou Harris; Rodney Crowell; Barry Tashian; Vince Gill
116,All Her Lovers Want to be the Hero,Renegade Picker,Steve Young,[],https://open.spotify.com/track/4zdJgz6iSyb5zVMfCPAQJV,https://en.wikipedia.org/?curid=8196448,Steve Young; Johnny Gimble; Buddy Emmons; Jerry Shook; Mike Leech; Bobby Wood; Dale Sellars; Terry McMillan; Mac Gayden; Karl Himmel; Tracy Nelson; Kim Young; Kimberly Morrison-Cole; Anita Ball,https://en.wikipedia.org/?curid=296565,Steve Young
117,New Madrid,Anodyne,Uncle Tupelo,[],https://open.spotify.com/track/4Ssgx7QJr0fzabt4D4JZ1b,https://en.wikipedia.org/?curid=3700887,Jay Farrar; Jeff Tweedy; Max Johnston; John Stirratt; Ken Coomer; Doug Sahm; Lloyd Maines; Joe Ely; Brian Henneman; Dave C. Birke; Dan Corrigan; Scott Hull; Brian Paulson,https://en.wikipedia.org/?curid=425087,Jay Farrar; Jeff Tweedy; Uncle Tupelo; Brian Henneman; Ken Coomer; John Stirratt; Max Johnston; Doug Sahm; Joe Ely
118,She Don't Care About Time,Roadmaster,Gene Clark,[],https://open.spotify.com/track/22udrymWhwJa9cdrQ2pfJq,https://en.wikipedia.org/?curid=8078064,Gene Clark; Chris Hillman; Michael Clarke; Bud Shank; Sneaky Pete Kleinow; Clarence White; Spooner Oldham; Chris Ethridge; Byron Berline,https://en.wikipedia.org/?curid=846902,Gene Clark; Chris Hillman; Michael Clarke; Clarence White
119,The End Is Not in Sight (The Cowboy Tune),Too Stuffed to Jump,Amazing Rhythm Aces,[],https://open.spotify.com/track/2XgmRcQs8o709APqLLNUVd,https://en.wikipedia.org/?curid=23736735,Billy Earhart; James Hooker; Jeff Davis; Butch McDade,https://en.wikipedia.org/?curid=1627857,James Hooker
120,Wild Horses,Burrito Deluxe,The Flying Burrito Brothers,[],https://open.spotify.com/track/6eYqvu9hPLkKQL0YgHXKFV,https://en.wikipedia.org/?curid=4291056,Gram Parsons; Chris Hillman; Sneaky Pete Kleinow; Bernie Leadon; Michael Clarke; Leon Russell; Byron Berline; Tommy Johnson; Buddy Childers; Leopoldo C. Carbajal; Frank Blanco; Producers; Engineer,https://en.wikipedia.org/?curid=147360,Bernie Leadon; Chris Hillman; Michael Clarke; Gram Parsons; Byron Berline
121,Marry Me,Decoration Day,Drive-By Truckers,[],https://open.spotify.com/track/54TFuO47tC8zN5LXA7IYxI,https://en.wikipedia.org/?curid=3903216,Mike Cooley; Earl Hicks; Patterson Hood; Jason Isbell; Brad Morgan; David Barbe; Scott Danbom; Clay Leverett; John Neff; Spooner Oldham; Shonna Tucker,https://en.wikipedia.org/?curid=1217798,Patterson Hood; Mike Cooley; Brad Morgan; John Neff; Earl Hicks; Jason Isbell; Shonna Tucker; David Barbe; Spooner Oldham; Scott Danbom; Clay Leverett
122,Hell,Saint Cloud,Waxahatchee,[],https://open.spotify.com/track/3YDXoxRMy918O9N2vPq1Nb,https://en.wikipedia.org/?curid=63304162,Katie Crutchfield; Brad Cook; Bobby Colombo; Bill Lennox; Nick Kinsey; Josh Kaufman; Jerry Ordonez; Jon Low; Brent Lambert; Molly Matalon; Andreina Byrne; Mike Krol,https://en.wikipedia.org/?curid=36010928,Katie Crutchfield; Brad Cook
123,Broken Records,The Bottle & Fresh Horses,The Refreshments,[],https://open.spotify.com/track/15zZUsAkSqBqMHq3GvYEuJ,https://en.wikipedia.org/?curid=39290395,,https://en.wikipedia.org/?curid=8113875,The Refreshments
124,"<https://open.spotify.com/track/4C4tMiaVRICiMdswdA5kJf?si=3D463c3b582dea4d2=
d>**Farther
On Down the Road",Giant Steps/De Old Folks at Home,Taj Mahal,[],https://open.spotify.com/track/4C4tMiaVRICiMdswdA5kJf,https://en.wikipedia.org/?curid=7818598,,https://en.wikipedia.org/?curid=82976,Taj Mahal
125,Pouring Rain at Dawn,Mockingbird Time,The Jayhawks,[],https://open.spotify.com/track/2fHNn1jYxryjSNV0lDn9LL,https://en.wikipedia.org/?curid=32524225,,https://en.wikipedia.org/?curid=245765,The Jayhawks
126,Mountain Girl,Dog Days,Blue Mountain,[],https://open.spotify.com/track/18arNEI2X191HSDrRMQqkH,https://en.wikipedia.org/?curid=4269029,,https://en.wikipedia.org/?curid=649095,Blue Mountain
127,Until You Came Along,Weird Tales,Golden Smog,[],https://open.spotify.com/track/2zZWOk2X14YQ5w4JV4CDxk,https://en.wikipedia.org/?curid=2342048,Jeff Tweedy; Gary Louris; Dan Murphy; Kraig Johnson; Marc Perlman; Jody Stephens; Jim Dickinson; Jessy Greene; Jim Boquist; Jason Orris; Bryan Hanna; Brian Paulson; Pete Matthews; Jim Scott; Mike Scotella; Steve Marcusson,https://en.wikipedia.org/?curid=2341829,Golden Smog; Kraig Johnson; Dan Murphy; Gary Louris; Marc Perlman; Jim Boquist; Jeff Tweedy; Jody Stephens
128,Everywhere I Go,Teatro,Willie Nelson,[],https://open.spotify.com/track/61814pLZAMTXULdB2tlhqu,https://en.wikipedia.org/?curid=13378106,Willie Nelson; Emmylou Harris; Daniel Lanois; Tony Mangurian; Victor Indrizzo; Bobbie Nelson; Brian Griffiths; Mickey Raphael; Brad Mehldau; Malcolm Burn; Jeffrey Green; Cyril Neville,https://en.wikipedia.org/?curid=149709,Willie Nelson; Emmylou Harris; Daniel Lanois; Bobbie Nelson; Mickey Raphael
129,She's Acting Single (I'm Drinking Double),Mowing the Leaves Instead of Piling 'em Up,Wednesday,[],https://open.spotify.com/track/6zbKYse5U1UCwXIwupzYnK,https://en.wikipedia.org/?curid=68634174,,https://en.wikipedia.org/?curid=54634,
130,Johnson's Love,Hillbilly Deluxe,Dwight Yoakam,[],https://open.spotify.com/track/1idHO7bgrDSAgOyHKGY3PZ,https://en.wikipedia.org/?curid=7497367,Dwight Yoakam; Pete Anderson; Tom Brumley; Greg Leisz; JD Foster; Jeff Donavan; Brantley Kearns; Skip Edwards; Herb Pedersen; Dusty Wakeman,https://en.wikipedia.org/?curid=169976,Pete Anderson; Dwight Yoakam
131,In Tall Buildings,Nobody Knows What You Do,John Hartford,[],https://open.spotify.com/track/2XRwHP0xxXbkPPFj1p5mId,https://en.wikipedia.org/?curid=20239878,John Hartford; Sam Bush; David Briggs; Jim Colvard; Dalton Dillingham; Buddy Emmons; Kenny Malone; Benny Martin; Dale Sellers; Mac Wiseman,https://en.wikipedia.org/?curid=188080,John Hartford; Sam Bush; Mac Wiseman; Benny Martin
132,Crazy Man,Feels Like the Third Time,Freakwater,[],https://open.spotify.com/track/2S7u4AsKdqNyxGn6ENMVrd,https://en.wikipedia.org/?curid=2468456,,https://en.wikipedia.org/?curid=2468456,
133,For the Sake of the Song,Townes Van Zandt,Townes Van Zandt,[],https://open.spotify.com/track/4ELGuNlKE0uiD6waM1qWhu,https://en.wikipedia.org/?curid=9313154,Townes Van Zandt,https://en.wikipedia.org/?curid=292709,
134,Song of Love and Peace,Reach For The Sky,Cowboy,[],https://open.spotify.com/track/0MsBk4HHPPTzUOMa5TxNKx,https://en.wikipedia.org/?curid=1777908,,https://en.wikipedia.org/?curid=167744,
135,When I Fall,Transcendental Blues,Steve Earle,[],https://open.spotify.com/track/4t0JQ68Fha6xsR2gjAESZv,https://en.wikipedia.org/?curid=2855277,David Angell; James Blennerhassett; Noel Bridgeman; David Davidson; John Catchings; Dennis Crouch; Casey Driessen; Patrick Earle; Dan Gillis; Liz Kane; Yvonne Kane; Ray Kennedy; Doug Lancio; Kelley Looney; Dan Metz; Jim Murray; Will Rigby; Tim O'Brien; Joyce Redmond; Darrell Scott; Mary Shannon; Sharon Shannon; David Steele; Benmont Tench; Ron Vance; Kristin Wilkinson; Bill Wright; Steve Earle; Tony Fitzpatrick,https://en.wikipedia.org/?curid=194910,Steve Earle
136,Demonic Possesion,Gangstabilly,Drive-By Truckers,[],https://open.spotify.com/track/05ipGRNJwCJYN7097ITPMK,https://en.wikipedia.org/?curid=10828199,Mike Cooley; Patterson Hood; John Neff; Adam Howell; Matt Lane; Barry Sell; Redneck Greece; Jim Stacy,https://en.wikipedia.org/?curid=1217798,Patterson Hood; Mike Cooley; Adam Howell; Matt Lane; John Neff; Barry Sell
137,If I Could Only Fly,[single],Blaze Foley,[],https://open.spotify.com/track/3ajCj2432Q1WSv5QC6C31F,https://en.wikipedia.org/?curid=1163816,,https://en.wikipedia.org/?curid=4230736,Blaze Foley
138,I Won't Be Hangin' Round,Linda Ronstadt,Linda Ronstadt,[],https://open.spotify.com/track/6Mtsy9ZdcWnmsNcZq6WNGH,https://en.wikipedia.org/?curid=160760,,https://en.wikipedia.org/?curid=160760,Linda Ronstadt
139,Caledonia,Dem's Good Beeble,The Gourds,[],https://open.spotify.com/track/2j6bFz2H97l474mOnqgFWz,https://en.wikipedia.org/?curid=2244716,,https://en.wikipedia.org/?curid=2244716,The Gourds
140,Gimme Back My Dog,Everything You Thought Was Right Was Wrong Today,Slobberbone,[],https://open.spotify.com/track/3RW2wt4CsT4NCBxsZd8vp7,https://en.wikipedia.org/?curid=1507573,,https://en.wikipedia.org/?curid=1507573,
141,Codeine,Here We Rest,Jason Isbell,[],https://open.spotify.com/track/6UOnE8VcMBzp5kcwFKpMRm,https://en.wikipedia.org/?curid=32493273,Jason Isbell; Jimbo Hart; Browan Lollar; Derry deBorja; Chad Gamble; Abby Owens; Amanda Shires,https://en.wikipedia.org/?curid=12939010,Jason Isbell; Amanda Shires; Jimbo Hart; Chad Gamble
142,The Promise,Metamodern Sounds in Country Music,Sturgill Simpson,[],https://open.spotify.com/track/6OV4CbPHRtbqrpJrbEFJfi,https://en.wikipedia.org/?curid=44359989,Sturgill Simpson; Laur Joamets; Kevin Black; Miles Miller; Mike Webb; Dave Cobb; Justin Herlocker; John Netti; Pete Lyman,https://en.wikipedia.org/?curid=42522959,Sturgill Simpson; Dave Cobb; Miles Miller
143,Loretta,Luke Bell,Luke Bell,[],https://open.spotify.com/track/1NV68Com3rLO7XKiE9cb9R,https://en.wikipedia.org/?curid=49643499,,https://en.wikipedia.org/?curid=71306070,Luke Bell
